topLevelViolationActualCentral;relativeTLViolationCentral;runtimePerStepCentral;unsolvedCentralAllocations;Totalruntimecentral;timestamps;Toplevelcostscentral
5.820766091346741E-11;4.038364745939271E-16;1802.6417552;0.0;;;138818.31587730465
2.9103830456733704E-11;2.032734188558607E-16;103.68691340800001;0.0;;;124392.46460278063
1.4551915228366852E-11;1.1152957472433957E-16;66.616757472;0.0;;;98526.78875079367
2.9103830456733704E-11;2.199711355109623E-16;82.377247088;0.0;;;101893.37030155373
0.0;0.0;64.450863584;0.0;;;110500.43428788154
2.9103830456733704E-11;2.1600255159376884E-16;26.719022896000002;0.0;;;106853.39638018217
2.9103830456733704E-11;2.216850549690526E-16;15.946232064;0.0;;;99855.63448047324
1.4551915228366852E-11;1.1656257066912932E-16;22.016196432;0.0;;;87134.3635787424
2.9103830456733704E-11;2.3086533721452523E-16;138.77340908800002;0.0;;;89474.06615836262
4.3655745685100555E-11;3.376241194308051E-16;65.529398752;0.0;;;95828.54492350905
5.820766091346741E-11;4.3967334509127233E-16;31.383461056;0.0;;;102058.19187702959
2.9103830456733704E-11;2.243959715993106E-16;85.88602536;0.0;;;96676.95018217815
4.3655745685100555E-11;3.5699002262253456E-16;89.22771713600001;0.0;;;82248.06044355572
2.9103830456733704E-11;2.2729838536984487E-16;20.523312400000002;0.0;;;93353.7599453016
2.9103830456733704E-11;2.2321170228902386E-16;81.95030305600001;0.0;;;98005.86359030865
2.9103830456733704E-11;2.257236442781393E-16;97.668528432;0.0;;;95164.54355231293
4.3655745685100555E-11;3.6114806111374047E-16;26.880291296000003;0.0;;;79617.65480830056
0.0;0.0;43.058669184;0.0;;;93867.53834594417
8.731149137020111E-11;6.616055483545578E-16;33.997341904;0.0;;;101204.16415951586
5.820766091346741E-11;4.382902496052818E-16;33.881059168;0.0;;;102912.29087252702
2.9103830456733704E-11;2.2058321497738655E-16;71.204369696;0.0;;;101145.63675293773
5.820766091346741E-11;4.3743287265849075E-16;86.66845740800001;0.0;;;103442.43930226493
5.820766091346741E-11;4.310725383398452E-16;14.637635552;0.0;;;107455.11974316904
5.820766091346741E-11;4.4010687194753175E-16;42.151315104000005;0.0;;;101798.72160263709
1.4551915228366852E-11;1.1533342905201004E-16;109.16683384000001;0.0;;;118884.72494167664
7.275957614183426E-11;5.805374676765035E-16;46.836025376;0.0;;;108308.83273619605
0.0;0.0;16.155878288;0.0;;;84268.68104482649
1.4551915228366852E-11;1.2564504171751007E-16;72.91825748800001;0.0;;;87327.17747559787
4.3655745685100555E-11;3.6529941876739985E-16;82.935239776;0.0;;;95190.9260674269
1.4551915228366852E-11;1.2337823116461615E-16;15.822562192000001;0.0;;;91756.4518792419
2.9103830456733704E-11;2.5324802651767464E-16;17.541235152000002;0.0;;;85534.87308002084
4.3655745685100555E-11;3.9947538624450127E-16;38.369162416;0.0;;;74170.25069099432
1.4551915228366852E-11;1.3186768735143684E-16;79.320846688;0.0;;;76264.66415388371
1.4551915228366852E-11;1.285647363721085E-16;30.21577608;0.0;;;81963.3608633851
1.4551915228366852E-11;1.255682379821907E-16;20.032710752;0.0;;;87473.12163727198
2.9103830456733704E-11;2.563449167704207E-16;22.682936736000002;0.0;;;82706.94320601149
1.4551915228366852E-11;1.3593912727685534E-16;149.22321792;0.0;;;69778.04572627388
2.9103830456733704E-11;2.596605690537966E-16;31.72091616;0.0;;;79742.47477976188
2.9103830456733704E-11;2.5499203411711797E-16;28.818228400000002;0.0;;;83881.97383556285
0.0;0.0;29.53100536;0.0;;;81335.75576216866
1.4551915228366852E-11;1.3752247719476047E-16;15.703151904;0.0;;;67421.74525916853
1.4551915228366852E-11;1.2956571142841054E-16;16.506660096;0.0;;;80202.32027532523
1.4551915228366852E-11;1.259672191841923E-16;10.795291776000001;0.0;;;86718.18552539658
1.4551915228366852E-11;1.2517323367981544E-16;14.60125616;0.0;;;88226.54675215633
1.4551915228366852E-11;1.259946546330032E-16;40.911584736;0.0;;;86666.78652207083
1.4551915228366852E-11;1.2492837163943426E-16;14.488383424;0.0;;;88698.79775644641
2.9103830456733704E-11;2.4622379176407313E-16;1802.092536304;0.0;;;92293.50519077195
1.4551915228366852E-11;1.2569205081735027E-16;1802.052325632;0.0;;;87267.60534187463
8.731149137020111E-11;5.962584382928932E-16;1802.1264014560002;0.0;;;103705.29656863942
1.0477378964424133E-9;7.203122980632149E-15;1802.64882648;0.0;;;90167.44538284502
2.9103830456733704E-11;2.1956230383013736E-16;14.658499744;0.0;;;66549.60098833733
2.9103830456733704E-11;2.1652269995743896E-16;26.283620592000002;0.0;;;69535.06855430677
2.9103830456733704E-11;2.09838805575567E-16;19.173112208000003;0.0;;;77359.34884894415
2.9103830456733704E-11;2.1261633059282952E-16;11.209861568;0.0;;;73998.2664261296
0.0;0.0;27.679962752;0.0;;;67729.3280944923
0.0;0.0;12.461588752;0.0;;;56190.11341928736
0.0;0.0;9.433836096;0.0;;;58314.46704352959
5.820766091346741E-11;4.4310835443812994E-16;11.326986976;0.0;;;64120.06385388111
2.9103830456733704E-11;2.1639034493625623E-16;9.112123968;0.0;;;69682.03547896627
2.9103830456733704E-11;2.2087816893571473E-16;8.992708016;0.0;;;64837.86758921966
1.4551915228366852E-11;1.1713119144367115E-16;26.370567792000003;0.0;;;51713.282912886956
1.4551915228366852E-11;1.118675411256102E-16;87.25438928000001;0.0;;;61852.894514591266
0.0;0.0;46.238702688000004;0.0;;;66070.48938110234
1.2660166248679161E-9;9.665048718156566E-15;79.200046832;0.0;;;63515.518617994356
0.0;0.0;23.806735248000003;0.0;;;49246.71919181946
4.3655745685100555E-11;3.349187195684059E-16;43.532035552;0.0;;;62325.272767791954
2.9103830456733704E-11;2.170779047954609E-16;13.956713152;0.0;;;68920.89051954137
0.0;0.0;17.625975616;0.0;;;70462.60899133062
2.9103830456733704E-11;2.171251839986591E-16;9.906788384;0.0;;;68869.10317846831
2.9103830456733704E-11;2.152876703983985E-16;10.810303872;0.0;;;70935.12177850069
0.0;0.0;9.499745136000001;0.0;;;74534.55762240231
0.0;0.0;11.357084592000001;0.0;;;69478.52466711465
1.1641532182693481E-10;8.570654201095511E-16;135.244069216;0.0;;;111097.179743958
5.820766091346741E-11;4.3140882284962084E-16;131.798793792;0.0;;;92518.16925484248
0.0;0.0;99.351840752;0.0;;;69542.9307502034
1.7316779121756554E-9;1.3888684032491679E-14;107.216052464;0.0;;;72314.88305978918
4.3655745685100555E-11;3.3932648842027194E-16;39.135889424000005;0.0;;;79948.95430167408
1.4551915228366852E-11;1.146059910803768E-16;78.459737344;0.0;;;76766.63530792139
1.4551915228366852E-11;1.1762099681078783E-16;14.297350320000001;0.0;;;70574.17815124252
2.9103830456733704E-11;2.4738168758404177E-16;1802.06627144;0.0;;;60241.12112199437
1.4551915228366852E-11;1.2249184364502212E-16;92.2150472;0.0;;;62047.309926826
1.4551915228366852E-11;1.1942373375921695E-16;39.196216448;0.0;;;67270.27300735004
1.4551915228366852E-11;1.1664028756514337E-16;1801.8501657440002;0.0;;;72461.50052184983
1.4551915228366852E-11;1.1905934688908275E-16;22.894493952;0.0;;;67964.80579990949
0.0;0.0;13.469860992000001;0.0;;;56178.08171797863
0.0;0.0;63.901493824000006;0.0;;;65208.70020686674
2.9103830456733704E-11;2.36862001605374E-16;10.62720752;0.0;;;69062.8643919824
1.4551915228366852E-11;1.1976377950800294E-16;10.591360640000001;0.0;;;66695.86066591508
2.9103830456733704E-11;2.5548915148239447E-16;13.346591904;0.0;;;54017.530492799924
2.9103830456733704E-11;2.407070782028617E-16;35.273279616;0.0;;;65629.59124920236
2.9103830456733704E-11;2.340218020983644E-16;36.497592288;0.0;;;71718.82864388455
8.731149137020111E-11;6.976402093297734E-16;45.311005248;0.0;;;73231.74507697202
7.275957614183426E-11;5.851819291347934E-16;144.691792208;0.0;;;71668.73005310334
1.4551915228366852E-11;1.1604591596714014E-16;1802.01170096;0.0;;;73686.14877304727
2.9103830456733704E-11;2.287171846790594E-16;1802.5159187840002;0.0;;;77216.29374542614
4.3655745685100555E-11;3.5026589177933397E-16;29.188249584;0.0;;;72322.98421383758
