AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualRegioCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepRegioCentral;runtimePerAvppPerStep;Totalruntimeregiocentral;timestamps;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path;FixedAbstractionTimes;FixedAbstractionTimesPerAVPP
0.0;0.0;0.0;0.0;0.0;0.0;0.001165744;29.625413424;3.609078304;2928.510704832;1.43135400844E12;111522.64137411257;98904.32287487823;5.882871424;2146.00981304;6.4060016448E10
0.0;0.0;5.820766091346741E-11;4.0460182022727194E-16;0.0;0.0;0.002323664;33.645712416;0.23299692800000002;3126.1178773280003;1.431356937218E12;97316.78891999608;96969.51447648993;6.684185680000001;2146.010978784;6.3441715504E10
1.8189894035458565E-12;0.0;0.0;0.0;0.0;1.6176791653722215E-16;0.002551392;33.235842496000004;0.828329536;3114.7398208960003;1.431360063556E12;74600.43965384344;73182.02834645442;6.4941088;2146.013302448;5.1566783632E10
1.8189894035458565E-12;0.0;2.9103830456733704E-11;2.1891874101691359E-16;0.0;1.164611953991975E-16;0.002567696;33.254402512;1.0630958400000001;3219.439673712;1.431363178738E12;76467.33501460233;76513.90863135259;6.119100096;2146.01585384;7.4986432208E10
0.0;0.0;2.9103830456733704E-11;2.121608825844862E-16;0.0;0.0;0.0015810720000000002;33.051225488;0.175867152;3781.703870912;1.431366398367E12;84211.20613831498;84237.69974280996;6.411756064;2146.018421536;7.803382408E10
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.1496914372451474E-16;2.1496914372451474E-16;0.0;0.002244112;34.793568944;2.097925968;;;81528.56537193347;80949.9847751034;8.467479936;2146.020002608;5.5399822112E10
0.0;0.0;2.9103830456733704E-11;2.2062446068761468E-16;0.0;0.0;0.002506752;33.208613408000005;1.083355088;;;75070.87558220103;74649.85222904824;7.954262768;2146.02224672;7.2099939184E10
0.0;0.0;4.3655745685100555E-11;3.480147225613018E-16;0.0;0.0;0.007932464;31.065361184;0.222722896;;;63732.33266190583;63142.455069246615;6.797892944;2146.024753472;6.271567952E10
0.0;0.0;2.9103830456733704E-11;2.29760822341388E-16;0.0;0.0;0.002259024;32.371815520000006;1.26354936;;;65274.955810949985;65287.716792702486;6.071027664000001;2146.0326859360002;4.6140916864E10
0.0;2.9103830456733704E-11;7.275957614183426E-11;5.600147416616697E-16;2.2400589666466786E-16;0.0;0.007650032;33.119830672;1.01892416;;;71043.03922130102;71055.9854139889;6.217732832;2146.0349449600003;6.1810770896E10
