AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualRegioCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepRegioCentral;runtimePerAvppPerStep;Totalruntimeregiocentral;timestamps;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path;FixedAbstractionTimes;FixedAbstractionTimesPerAVPP
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.0095221205867506E-16;2.0095221205867506E-16;0.0;0.001783456;30.032649648000003;1.532150576;3406.584325056;1.431357374477E12;110502.55089355768;98870.97549482343;7.419324048000001;2642.241798864;7.5456797056E10
0.0;2.9103830456733704E-11;0.0;0.0;2.0230091011363597E-16;0.0;0.002596096;29.842545392;0.21398164800000002;3934.4450036000003;1.431360781351E12;97809.73046584942;96977.3288569695;3.8625335360000004;2642.2435823200003;7.5370490752E10
1.8189894035458565E-12;0.0;0.0;0.0;0.0;1.654435274541444E-16;0.002303872;27.409854816000003;0.82981104;4022.338437072;1.431364715977E12;73686.06358124778;73093.13325335905;3.7738939680000003;2642.246178416;6.2697612384E10
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.1891874101691359E-16;2.1891874101691359E-16;0.0;0.002358672;29.620329264000002;1.0248725440000002;3592.545557968;1.43136873851E12;76372.13975763123;76428.77853425388;3.629612496;2642.248482288;8.8138117088E10
0.0;0.0;0.0;0.0;0.0;0.0;0.0025926400000000002;33.872406160000004;0.21184576000000002;3767.778521744;1.431372331244E12;84187.91997794466;84223.45493836411;8.255437376;2642.25084096;9.3831074128E10
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.1496914372451474E-16;2.1496914372451474E-16;0.0;0.002646528;37.470188912000005;5.6753277120000005;;;81042.86543536819;80883.84195989752;11.310706336;2642.2534336000003;7.1881324544E10
0.0;0.0;0.0;0.0;0.0;0.0;0.002424288;31.448260144000002;1.187008944;;;75690.99231250015;74564.64300212414;5.765630064000001;2642.256080128;8.873111848E10
0.0;1.4551915228366852E-11;0.0;0.0;1.1600490752043393E-16;0.0;0.007262960000000001;32.333978432;0.221724368;;;63075.901217104954;63085.19899174292;7.178890656;2642.258504416;7.540989616E10
0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.14880411170694E-16;1.14880411170694E-16;0.0;0.0025359360000000004;33.557412512;1.019669264;;;65116.84557252239;65223.49973949677;7.189258176;2642.265767376;6.1970029072E10
0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.1200294833233393E-16;1.1200294833233393E-16;0.0;0.002564176;36.089095376;1.146585408;;;70932.98732780818;70971.05958792528;10.03494736;2642.268303312;7.5146137632E10
9.094947017729282E-13;0.0;0.0;0.0;0.0;1.490678420840835E-16;0.0022611840000000003;37.46947432;0.246379744;;;76650.95593534833;76576.43462687296;11.514585616000002;2642.270867488;8.7896750624E10
9.094947017729282E-13;1.4551915228366852E-11;2.9103830456733704E-11;2.233224076656583E-16;1.1166120383282914E-16;1.7772606967149985E-16;0.002504848;30.838394688;0.884571344;;;72690.64364997395;71693.33492874337;5.603434816;2642.273128672;6.0376075072E10
0.0;0.0;2.9103830456733704E-11;2.368547314930923E-16;0.0;0.0;0.002520928;32.586582608;0.9941308160000001;;;58630.29453180121;58699.05861209359;6.869415808;2642.27563352;7.4849352576E10
1.8189894035458565E-12;1.4551915228366852E-11;2.9103830456733704E-11;2.262109356179214E-16;1.131054678089607E-16;3.986318872231339E-16;0.0023434880000000003;31.509712192000002;0.199119648;;;68666.79865141696;68717.34478078148;6.157271264;2642.2781544480004;7.16885816E10
1.8189894035458565E-12;0.0;0.0;0.0;0.0;1.8742738502700894E-16;0.0022491200000000003;33.175451696;1.01078296;;;72891.3910988481;72930.45142489346;6.670831280000001;2642.2804979360003;6.0038863248E10
9.094947017729282E-13;0.0;0.0;0.0;0.0;1.4758652697663115E-16;0.00236168;28.782188624000003;0.95071152;;;71098.45605778127;70308.59754481277;3.715510672;2642.282747056;8.669692024E10
0.0;1.4551915228366852E-11;0.0;0.0;1.198067475725211E-16;0.0;0.0025373920000000003;30.876831968;0.227713552;;;56731.29417148709;56349.81251355271;6.7103348;2642.285108736;8.4625080704E10
9.094947017729282E-13;1.4551915228366852E-11;1.4551915228366852E-11;1.128749771769051E-16;1.128749771769051E-16;1.366159571055158E-16;0.0025095200000000003;34.152048512;1.0144312;;;69129.30970256988;69180.36377547475;10.333689184;2642.2876461280002;7.3408539888E10
1.8189894035458565E-12;0.0;0.0;0.0;0.0;2.1740959733021067E-16;0.002260704;31.543365744000003;0.8848039200000001;;;75754.01686960897;75811.43392020036;7.159833328;2642.290155648;9.7350843088E10
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.1809668213508E-16;2.1809668213508E-16;0.0;0.0022471360000000003;31.25763208;0.20864668800000002;;;77287.4742065567;77339.08875323561;6.334341872;2642.292416352;8.6873256112E10
9.094947017729282E-13;2.9103830456733704E-11;0.0;0.0;2.1952789215347623E-16;1.567295272599753E-16;0.002237568;27.650793472;1.186049248;;;75701.52575322258;75759.00913737585;3.8649685760000003;2642.294663488;6.9777753232E10
9.094947017729282E-13;0.0;0.0;0.0;0.0;1.4683324333531332E-16;0.002524016;30.661336384000002;1.504989968;;;77773.6304128105;77815.25662610446;5.994112544;2642.296901056;7.2160064752E10
0.0;2.9103830456733704E-11;0.0;0.0;2.145050921038707E-16;0.0;0.002508544;31.668159728000003;0.26023670400000004;;;81391.3913069316;81420.77134934139;7.4666500000000005;2642.2994250720003;8.921841288E10
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.1900064773524938E-16;2.1900064773524938E-16;0.0;0.0024132800000000003;30.46718448;0.747012416;;;76293.36037322406;76338.50422481631;6.412341936000001;2642.301933616;7.0838137568E10
9.094947017729282E-13;0.0;2.9103830456733704E-11;2.0191823869784356E-16;0.0;1.410425813988065E-16;0.002400096;99.396240672;1.433255952;;;148845.68288279444;126880.90518935362;65.56581443200001;2642.304346896;7.4229887552E10
1.8189894035458565E-12;0.0;2.9103830456733704E-11;2.0327342027560793E-16;0.0;1.781300901186477E-16;0.0026561600000000003;52.149203856;0.27814032;;;125178.84366755035;124802.84044708587;13.291766816;2714.076229712;9.8175712912E10
