AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualRegioCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepRegioCentral;runtimePerAvppPerStep;Totalruntimeregiocentral;timestamps;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path;FixedAbstractionTimes;FixedAbstractionTimesPerAVPP
0.0;0.0;0.0;0.0;0.0;0.0;0.0022963040000000003;42.550445936;2.56171928;2375.5045249120003;1.431647676376E12;110825.808709804;99172.08358719613;9.764771728000001;1541.5049838880002;4.8098507392E10
0.0;2.9103830456733704E-11;2.9103830456733704E-11;2.0230091011363597E-16;2.0230091011363597E-16;0.0;0.002304256;33.979812352;0.177171568;2546.118884672;1.431650052239E12;98271.99156450316;97234.939178883;7.455946752000001;1541.507280192;4.7029042032E10
0.0;2.9103830456733704E-11;0.0;0.0;2.219919811813496E-16;0.0;0.0023071040000000004;34.584037856;0.7992838560000001;3663.7756004320004;1.431652598614E12;73919.10189650895;73475.80436688091;8.84089792;1541.5095844480002;3.758588032E10
1.8189894035458565E-12;0.0;0.0;0.0;0.0;1.1435114451820667E-16;0.0025117760000000003;37.34673472;0.971501088;3143.7013862400004;1.431656262547E12;76727.45971434203;76786.72843411041;8.201478592;1541.5118915520002;5.4782412256E10
1.8189894035458565E-12;2.9103830456733704E-11;0.0;0.0;2.121608825844862E-16;1.3004999408183014E-16;0.00249976;36.945672192;0.255040096;2549.630702464;1.431659406469E12;84332.75633333121;84442.47809070202;9.15712864;1541.514403328;5.7708503792E10
0.0;2.9103830456733704E-11;0.0;0.0;2.1496914372451474E-16;0.0;0.002523776;35.831788736;2.090557152;;;81216.88762941543;81189.43510928292;8.482494144;1541.5169030880002;3.8056161104E10
0.0;0.0;0.0;0.0;0.0;0.0;0.0022517920000000003;30.460231424000003;1.0483158240000001;;;75335.19369538598;74935.5519942314;4.667642496;1541.519426864;5.385576768E10
0.0;1.4551915228366852E-11;4.3655745685100555E-11;3.480147225613018E-16;1.1600490752043393E-16;0.0;0.00262312;34.789263552;0.153049344;;;64686.42690204045;63657.26441361455;9.563735472000001;1541.5216786560002;4.678106856E10
0.0;0.0;2.9103830456733704E-11;2.29760822341388E-16;0.0;0.0;0.002261168;30.342946480000002;1.0210177120000001;;;65661.80694838252;65747.28683153719;4.876587968;1541.5243017760001;3.5192690096E10
0.0;1.4551915228366852E-11;2.9103830456733704E-11;2.2400589666466786E-16;1.1200294833233393E-16;0.0;0.002450064;33.572161824000005;0.907539168;;;71348.86595905671;71411.63413929353;6.654932832;1541.526562944;4.6439806032E10
0.0;2.9103830456733704E-11;0.0;0.0;2.1878492135354475E-16;0.0;0.002233296;34.94279408;0.15735336;;;76979.98675642755;76932.81978262936;7.819324000000001;1541.529013008;5.410485736E10
0.0;2.9103830456733704E-11;1.4551915228366852E-11;1.1166120383282914E-16;2.233224076656583E-16;0.0;0.002494528;39.302522816;1.116267568;;;72853.39490688455;72104.0972050524;9.889843200000001;1541.5312463040002;3.6831525104E10
9.094947017729282E-13;0.0;2.9103830456733704E-11;2.368547314930923E-16;0.0;1.1170063278408067E-16;0.002626144;35.217602864;0.942552448;;;60117.612096501136;59317.91673799959;8.88184728;1541.5337408320001;4.8080115904E10
9.094947017729282E-13;1.4551915228366852E-11;1.4551915228366852E-11;1.131054678089607E-16;1.131054678089607E-16;2.127414862212112E-16;0.0074470560000000005;37.023353936;0.16463116800000002;;;69074.08618569237;69190.69141901469;8.755278016;1541.5363669760002;4.5057438432E10
1.8189894035458565E-12;0.0;4.3655745685100555E-11;3.332157062604307E-16;0.0;1.873337181679251E-16;0.0022621440000000002;38.364483744000005;0.9299358560000001;;;73426.31142554047;73314.89073010274;8.262382192;1541.543814032;3.510572312E10
9.094947017729282E-13;1.4551915228366852E-11;1.4551915228366852E-11;1.123218642257371E-16;1.123218642257371E-16;1.583014770029751E-16;0.0024858560000000003;36.609201616;1.193966848;;;71155.00124586507;70750.39450568639;10.568989312000001;1541.546076176;5.3168385984E10
0.0;0.0;1.4551915228366852E-11;1.198067475725211E-16;0.0;0.0;0.0024711520000000003;30.629867536000003;0.162031808;;;57961.989943631306;56982.205524236226;6.631120752;1541.548562032;5.287680984E10
1.8189894035458565E-12;1.4551915228366852E-11;1.4551915228366852E-11;1.128749771769051E-16;1.128749771769051E-16;2.7812143317583514E-16;0.0022534720000000003;33.299446336;1.3237395040000002;;;69536.52354788501;69646.81655808909;7.958769904;1541.551033184;3.94006432E10
0.0;0.0;0.0;0.0;0.0;0.0;0.002226816;32.179812016;0.884599168;;;76120.2423594279;76176.07129611656;7.04730928;1541.5532866560002;6.0556876688E10
0.0;0.0;0.0;0.0;0.0;0.0;0.0025115040000000003;35.718398496;0.17659408000000001;;;77652.27962816939;77687.00474168443;9.479859184;1541.555513472;5.5047894512E10
9.094947017729282E-13;2.9103830456733704E-11;0.0;0.0;2.1952789215347623E-16;1.6008260893358416E-16;0.0024970720000000004;32.291146368;6.050670768000001;;;76067.81775656837;76124.21617906236;6.01571912;1541.558024976;3.6998012816E10
9.094947017729282E-13;0.0;0.0;0.0;0.0;1.4675986340361164E-16;0.002316704;30.77039736;7.026458368;;;78086.98177141164;78157.8387161061;5.200115664;1541.5605220480002;4.4802424064E10
9.094947017729282E-13;0.0;0.0;0.0;0.0;1.1609235839837104E-16;0.002478688;31.816596784;0.18294785600000002;;;81755.13234091327;81716.60888534973;6.168346592000001;1541.562838752;5.3102220448E10
0.0;2.9103830456733704E-11;0.0;0.0;2.1900064773524938E-16;0.0;0.00249056;35.402819088;0.72691152;;;76689.60457762213;76697.41287654516;9.749706032;1541.5653174400002;3.9419548128E10
0.0;0.0;2.9103830456733704E-11;2.0191823869784356E-16;0.0;0.0;0.002356416;89.94872828800001;1.328546448;;;148163.54058222024;127239.41883376327;63.750153152;1541.567808;4.7113034544E10
3.637978807091713E-12;0.0;0.0;0.0;0.0;4.0218540560732076E-16;0.002549904;35.454380416;0.16059937600000002;;;126133.7444997462;125158.5811014963;7.599009264;1589.559532128;6.0975420448E10
9.094947017729282E-13;1.4551915228366852E-11;1.4551915228366852E-11;1.1152957557913056E-16;1.1152957557913056E-16;1.2374074849052672E-16;0.002584704;35.646364224;0.745262992;;;99801.6580463628;99065.63076004661;6.370581184000001;1589.561888544;3.9933652288E10
9.094947017729282E-13;2.9103830456733704E-11;5.820766091346741E-11;4.399422743470745E-16;2.1997113717353726E-16;1.1273535962894678E-16;0.0022944320000000003;38.958044864;6.28214424;;;102833.42179617805;102760.46662422638;10.670460736;1589.5644384480001;5.6347649632E10
9.094947017729282E-13;2.9103830456733704E-11;2.9103830456733704E-11;2.1318079205582994E-16;2.1318079205582994E-16;1.8434686384559375E-16;0.0025322720000000003;36.930308112000006;0.22735502400000002;;;111499.7911304564;111330.36718776185;8.378012896000001;1589.567023152;5.483108944E10
0.0;0.0;1.1641532182693481E-10;8.640102127875786E-16;0.0;0.0;0.0025044;34.867148176;1.123102848;;;107957.70913380921;107679.167453663;6.775659168000001;1589.5693175840001;4.03218804E10
0.0;0.0;5.820766091346741E-11;4.4337011331527327E-16;0.0;0.0;0.002545648;33.549956064;1.082537984;;;101375.5299805053;100695.09622298526;5.513469088;1589.5718498560002;1.21879661504E11
0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.1656257160280938E-16;1.1656257160280938E-16;0.0;0.0025450720000000002;33.281370288000005;2.626014064;;;88053.7857486293;88023.88758462046;6.129609488000001;1589.574354256;4.741425688E10
0.0;1.4551915228366852E-11;5.820766091346741E-11;4.617306780917164E-16;1.154326695229291E-16;0.0;0.001302;32.488740144000005;0.173398128;;;90289.75337762681;90392.18887190541;5.466253648;1589.5768999040001;5.0780133072E10
1.8189894035458565E-12;1.4551915228366852E-11;5.820766091346741E-11;4.501654960558896E-16;1.125413740139724E-16;1.1435114451820667E-16;0.00229728;38.728540432;1.047595568;;;96484.73692043917;96731.33503683026;8.507377712;1589.579444976;3.920816432E10
1.8189894035458565E-12;0.0;2.9103830456733704E-11;2.1983667420617918E-16;0.0;1.3004999408183016E-16;0.002323728;31.856424112000003;1.0252202240000001;;;102971.95006309082;102923.7354377749;3.9062399840000004;1589.580746976;5.607249984E10
0.0;0.0;0.0;0.0;0.0;0.0;0.0023088320000000002;29.893429216;0.21626371200000002;;;98081.36093412925;97516.9844001862;3.378656384;1589.583044256;5.4653316704E10
0.0;4.3655745685100555E-11;4.3655745685100555E-11;3.5699002554178095E-16;3.5699002554178095E-16;0.0;0.00252072;29.863994384;2.260034048;;;83069.28705247039;83078.10951013018;4.131649552;1589.5853679840002;3.7233734784E10
0.0;0.0;4.3655745685100555E-11;3.4094758071753826E-16;0.0;0.0;0.007263680000000001;30.168053312;1.112501296;;;94012.62763033053;94257.24009034535;3.5952214240000004;1589.587676816;5.4029681456E10
0.0;0.0;5.820766091346741E-11;4.464234080018901E-16;0.0;0.0;0.0023070720000000003;32.097271328000005;0.192201376;;;99027.43362040914;98887.87699441034;4.96206496;1589.590197536;5.9576474832E10
0.0;2.9103830456733704E-11;5.820766091346741E-11;4.514472920576159E-16;2.2572364602880797E-16;0.0;0.00252904;33.036863072;1.1110102560000001;;;95915.0547166686;96011.28308568352;5.359266144;1589.597461216;3.7946747552E10
0.0;0.0;0.0;0.0;0.0;0.0;0.00253088;36.765168624000005;1.2059299840000002;;;80563.13206530029;80374.1589982842;8.788666848;1589.5997682880002;5.0172944208E10
9.094947017729282E-13;1.4551915228366852E-11;2.9103830456733704E-11;2.2683518983075624E-16;1.1341759491537812E-16;1.695905729496388E-16;0.0022966880000000003;36.038108576;0.190540816;;;94525.43402165268;94770.0464816675;9.970512864;1589.602297328;6.0988136992E10
0.0;0.0;5.820766091346741E-11;4.410703689119296E-16;0.0;0.0;0.002529696;33.18976232;1.266501552;;;101825.34123354206;102078.60224698427;5.578523056000001;1589.604828208;3.8938036864E10
9.094947017729282E-13;2.9103830456733704E-11;5.820766091346741E-11;4.382902529055062E-16;2.191451264527531E-16;2.127414862212112E-16;0.002572944;46.181752512;1.2885102720000001;;;104019.8436748687;103767.69405894265;17.255533120000003;1589.6071248960002;5.7906277392E10
