AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualRegioCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepRegioCentral;runtimePerAvppPerStep;Totalruntimeregiocentral;timestamps;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path;FixedAbstractionTimes;FixedAbstractionTimesPerAVPP
0.0;0.0;1.0186340659856796E-10;9.79563631897887E-16;0.0;0.0;0.0012877440000000002;32.515354928;5.78025184;2414.6923807840003;1.431448972956E12;79098.08454669715;62598.19730078584;12.145541584;1722.6876561600002;5.6818865776E10
0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.4087685838838678E-16;1.4087685838838678E-16;0.0;0.001827232;28.830667296;0.11464753600000001;2619.1296444480004;1.431451387914E12;61555.59019852203;61293.39374173491;9.13961512;1722.688943904;3.0858777648E10
3.637978807091713E-12;2.9103830456733704E-11;1.4551915228366852E-11;1.5458918538070599E-16;3.0917837076141197E-16;4.322644402852136E-16;0.0018047360000000001;26.271403424000003;0.961552464;2484.089594688;1.431454007233E12;46563.13024072421;45092.90509177646;8.462238592;1722.6907711360002;5.6328427824E10
0.0;1.4551915228366852E-11;4.3655745685100555E-11;4.5734719324020775E-16;1.5244906441340258E-16;0.0;0.001972448;26.379232048000002;0.10741006400000001;2456.161970576;1.431456491487E12;47284.594568814544;47285.643442081346;8.590086560000001;1722.6925758720001;3.2679725376E10
1.8189894035458565E-12;2.9103830456733704E-11;2.9103830456733704E-11;2.954861507505912E-16;2.954861507505912E-16;1.9834804014823393E-16;0.0019982240000000003;30.837188832000002;1.0381829280000001;2572.5573018080004;1.4314589478E12;52588.39001875619;52503.3766375708;10.027902352;1722.6945483200002;6.804952576E10
0.0;2.9103830456733704E-11;0.0;0.0;2.993973442960793E-16;0.0;0.0017760480000000001;29.665840624;0.14712896;;;50785.477543427274;50232.967168190764;11.136380624000001;1722.696546544;3.3384881824E10
0.0;1.4551915228366852E-11;2.9103830456733704E-11;3.0727376251391676E-16;1.5363688125695838E-16;0.0;0.0017812320000000002;29.660294208000003;1.259060912;;;46060.49467394937;46060.41608654999;12.242661680000001;1722.698322592;7.0333427616E10
0.0;0.0;1.4551915228366852E-11;1.615653327504484E-16;0.0;0.0;0.0018153120000000001;30.445242928000003;0.102714288;;;39290.68868599021;38521.05549369487;10.626797776;1722.700103824;3.128238072E10
0.0;0.0;1.4551915228366852E-11;1.5999919532742262E-16;0.0;0.0;0.0019797440000000003;25.502799312;1.07681808;;;39931.280380047545;39932.5469250473;8.048279056;1722.701919136;6.4594225632E10
0.0;1.4551915228366852E-11;2.9103830456733704E-11;3.119832428323309E-16;1.5599162141616544E-16;0.0;0.001770192;34.002770848000004;0.131547424;;;43692.11626269082;43693.128207690526;13.181387616;1722.70389888;3.4548055088E10
9.094947017729282E-13;1.4551915228366852E-11;2.9103830456733704E-11;3.0471175206996895E-16;1.5235587603498448E-16;1.602238695240617E-16;0.001982848;27.848875424000003;0.9353321120000001;;;47384.65700842643;47382.7775955611;10.389568016;1722.705669072;5.522012256E10
9.094947017729282E-13;0.0;2.9103830456733704E-11;3.11031316487863E-16;0.0;1.7121490081189925E-16;0.0019764640000000003;29.532681008;0.107848048;;;44794.38618933446;44157.46792369229;9.262315776000001;1722.7076519200002;3.269136576E10
9.094947017729282E-13;1.4551915228366852E-11;7.275957614183426E-11;8.246960047888245E-16;1.649392009577649E-16;1.130968906938817E-16;0.0018601120000000001;24.854011072000002;0.8562571680000001;;;35994.93365439715;35658.361351252905;7.557920672000001;1722.709628384;5.5307479424E10
0.0;0.0;2.9103830456733704E-11;3.150543012886066E-16;0.0;0.0;0.0017669760000000002;25.534685872;0.10665793600000001;;;42220.18367482511;42221.1956198248;8.138769696;1722.7114884960001;2.9772935024E10
1.8189894035458565E-12;1.4551915228366852E-11;2.9103830456733704E-11;3.09389821576638E-16;1.54694910788319E-16;2.0954614475069323E-16;0.006987936;51.503944624000006;1.03996592;;;45029.373993898844;44986.660191470895;33.250378608000005;1722.7132554720001;6.4816412304E10
9.094947017729282E-13;1.4551915228366852E-11;2.9103830456733704E-11;3.1287158029215794E-16;1.5643579014607897E-16;2.0113599430966265E-16;0.001989008;25.672068608;0.10627864000000001;;;43393.10456933696;43264.38514023025;7.638800256000001;1722.7202434080002;3.3621794896E10
0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.6686032902438836E-16;1.6686032902438836E-16;0.0;0.001980464;24.936078448;1.0640568320000001;;;34465.27573869765;34129.23379055351;8.060610432;1722.722232416;5.488853704E10
2.7284841053187847E-12;1.4551915228366852E-11;1.4551915228366852E-11;1.572061358143284E-16;1.572061358143284E-16;4.123935102688237E-16;0.0019525760000000001;25.246307328;0.10518363200000001;;;42525.52578920807;42526.53773420778;8.195154704;1722.72421288;3.1170173248E10
0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.5283997242795342E-16;1.5283997242795342E-16;0.0;0.00178432;30.851546432000003;1.189724432;;;46886.790563505034;46882.96983656979;14.227806768;1722.7261654560002;5.2619385568E10
0.0;1.4551915228366852E-11;0.0;0.0;1.518766049389596E-16;0.0;0.0019448960000000002;29.993411376;0.118201888;;;47890.63658563382;47887.484607490165;11.82445176;1722.727949776;3.1482559088E10
